_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,id_rel,sentena_sem_relao,txt_rel,html,id_ent1,id_ent2,id_rel_gold,id_sent,id_txt,sentena_sem_relao_gold,txt_rel_gold
1293280368,7/5/2017 20:25:29,false,2680111782,,7/5/2017 20:24:54,false,elite,0.9565,41556718,BRA,17,Joao Pessoa,187.64.113.202,5,false,de,"<span data-id='0'>A</span> <span data-id='1'>equipe</span> <span data-id='2'>de</span> <span data-id='3'class='per'>Peter_Savolainen</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='word'>de</span> <span data-id='6'class='word'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'>,</span> <span data-id='9'>de</span> <span data-id='10'class='entity'>Estocolmo</span> <span data-id='11'>,</span> <span data-id='12'class='entity'>Suécia</span> <span data-id='13'>,</span> <span data-id='14'>constatou</span> <span data-id='15'>que</span> <span data-id='16'>a</span> <span data-id='17'>diversidade</span> <span data-id='18'>genética</span> <span data-id='19'>era</span> <span data-id='20'>maior</span> <span data-id='21'>entre</span> <span data-id='22'>os</span> <span data-id='23'>cães</span> <span data-id='24'>de</span> <span data-id='25'>o</span> <span data-id='26'>leste</span> <span data-id='27'>asiático</span> <span data-id='28'>.</span> ",7,3,,S8,CIENCIA_2002_22010,,
1293280368,7/5/2017 21:06:11,false,2680203596,,7/5/2017 21:00:21,false,personaly,1.0,43100253,BRA,30,Recife,177.98.23.129,5,false,de,"<span data-id='0'>A</span> <span data-id='1'>equipe</span> <span data-id='2'>de</span> <span data-id='3'class='per'>Peter_Savolainen</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='word'>de</span> <span data-id='6'class='word'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'>,</span> <span data-id='9'>de</span> <span data-id='10'class='entity'>Estocolmo</span> <span data-id='11'>,</span> <span data-id='12'class='entity'>Suécia</span> <span data-id='13'>,</span> <span data-id='14'>constatou</span> <span data-id='15'>que</span> <span data-id='16'>a</span> <span data-id='17'>diversidade</span> <span data-id='18'>genética</span> <span data-id='19'>era</span> <span data-id='20'>maior</span> <span data-id='21'>entre</span> <span data-id='22'>os</span> <span data-id='23'>cães</span> <span data-id='24'>de</span> <span data-id='25'>o</span> <span data-id='26'>leste</span> <span data-id='27'>asiático</span> <span data-id='28'>.</span> ",7,3,,S8,CIENCIA_2002_22010,,
1293280368,7/5/2017 21:33:23,false,2680258267,,7/5/2017 21:32:01,false,neodev,0.9,43063844,BRA,27,Sao Paulo,201.52.216.54,5,false,de,"<span data-id='0'>A</span> <span data-id='1'>equipe</span> <span data-id='2'>de</span> <span data-id='3'class='per'>Peter_Savolainen</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='word'>de</span> <span data-id='6'class='word'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'>,</span> <span data-id='9'>de</span> <span data-id='10'class='entity'>Estocolmo</span> <span data-id='11'>,</span> <span data-id='12'class='entity'>Suécia</span> <span data-id='13'>,</span> <span data-id='14'>constatou</span> <span data-id='15'>que</span> <span data-id='16'>a</span> <span data-id='17'>diversidade</span> <span data-id='18'>genética</span> <span data-id='19'>era</span> <span data-id='20'>maior</span> <span data-id='21'>entre</span> <span data-id='22'>os</span> <span data-id='23'>cães</span> <span data-id='24'>de</span> <span data-id='25'>o</span> <span data-id='26'>leste</span> <span data-id='27'>asiático</span> <span data-id='28'>.</span> ",7,3,,S8,CIENCIA_2002_22010,,
1293280369,7/5/2017 19:36:32,false,2679997828,,7/5/2017 19:35:41,false,elite,1.0,43151235,BRA,27,Campinas,187.11.201.118,9,false,de,"<span data-id='0'>A</span> <span data-id='1'>equipe</span> <span data-id='2'>de</span> <span data-id='3'class='entity'>Peter_Savolainen</span> <span data-id='4'>,</span> <span data-id='5'>de</span> <span data-id='6'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='plc'>Estocolmo</span> <span data-id='11'>,</span> <span data-id='12'class='entity'>Suécia</span> <span data-id='13'>,</span> <span data-id='14'>constatou</span> <span data-id='15'>que</span> <span data-id='16'>a</span> <span data-id='17'>diversidade</span> <span data-id='18'>genética</span> <span data-id='19'>era</span> <span data-id='20'>maior</span> <span data-id='21'>entre</span> <span data-id='22'>os</span> <span data-id='23'>cães</span> <span data-id='24'>de</span> <span data-id='25'>o</span> <span data-id='26'>leste</span> <span data-id='27'>asiático</span> <span data-id='28'>.</span> ",7,10,,S8,CIENCIA_2002_22010,,
1293280369,7/5/2017 19:42:21,false,2680010759,,7/5/2017 19:41:01,false,clixsense,0.9565,34851483,BRA,22,Natal,177.89.12.95,9,false,de,"<span data-id='0'>A</span> <span data-id='1'>equipe</span> <span data-id='2'>de</span> <span data-id='3'class='entity'>Peter_Savolainen</span> <span data-id='4'>,</span> <span data-id='5'>de</span> <span data-id='6'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='plc'>Estocolmo</span> <span data-id='11'>,</span> <span data-id='12'class='entity'>Suécia</span> <span data-id='13'>,</span> <span data-id='14'>constatou</span> <span data-id='15'>que</span> <span data-id='16'>a</span> <span data-id='17'>diversidade</span> <span data-id='18'>genética</span> <span data-id='19'>era</span> <span data-id='20'>maior</span> <span data-id='21'>entre</span> <span data-id='22'>os</span> <span data-id='23'>cães</span> <span data-id='24'>de</span> <span data-id='25'>o</span> <span data-id='26'>leste</span> <span data-id='27'>asiático</span> <span data-id='28'>.</span> ",7,10,,S8,CIENCIA_2002_22010,,
1293280369,7/5/2017 21:42:34,false,2680276669,,7/5/2017 21:41:41,false,neodev,0.9,43063844,BRA,27,Sao Paulo,201.52.216.54,9,false,de,"<span data-id='0'>A</span> <span data-id='1'>equipe</span> <span data-id='2'>de</span> <span data-id='3'class='entity'>Peter_Savolainen</span> <span data-id='4'>,</span> <span data-id='5'>de</span> <span data-id='6'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='plc'>Estocolmo</span> <span data-id='11'>,</span> <span data-id='12'class='entity'>Suécia</span> <span data-id='13'>,</span> <span data-id='14'>constatou</span> <span data-id='15'>que</span> <span data-id='16'>a</span> <span data-id='17'>diversidade</span> <span data-id='18'>genética</span> <span data-id='19'>era</span> <span data-id='20'>maior</span> <span data-id='21'>entre</span> <span data-id='22'>os</span> <span data-id='23'>cães</span> <span data-id='24'>de</span> <span data-id='25'>o</span> <span data-id='26'>leste</span> <span data-id='27'>asiático</span> <span data-id='28'>.</span> ",7,10,,S8,CIENCIA_2002_22010,,
1293280370,7/5/2017 19:37:49,false,2680000750,,7/5/2017 19:36:34,false,elite,1.0,43151235,BRA,27,Campinas,187.11.201.118,9,false,de,"<span data-id='0'>A</span> <span data-id='1'>equipe</span> <span data-id='2'>de</span> <span data-id='3'class='entity'>Peter_Savolainen</span> <span data-id='4'>,</span> <span data-id='5'>de</span> <span data-id='6'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='entity'>Estocolmo</span> <span data-id='11'class='word'>,</span> <span data-id='12'class='plc'>Suécia</span> <span data-id='13'>,</span> <span data-id='14'>constatou</span> <span data-id='15'>que</span> <span data-id='16'>a</span> <span data-id='17'>diversidade</span> <span data-id='18'>genética</span> <span data-id='19'>era</span> <span data-id='20'>maior</span> <span data-id='21'>entre</span> <span data-id='22'>os</span> <span data-id='23'>cães</span> <span data-id='24'>de</span> <span data-id='25'>o</span> <span data-id='26'>leste</span> <span data-id='27'>asiático</span> <span data-id='28'>.</span> ",7,12,9,S8,CIENCIA_2002_22010,false,de
1293280370,7/5/2017 19:44:54,false,2680016300,,7/5/2017 19:44:03,false,clixsense,0.9565,34851483,BRA,22,Natal,177.89.12.95,9,false,de,"<span data-id='0'>A</span> <span data-id='1'>equipe</span> <span data-id='2'>de</span> <span data-id='3'class='entity'>Peter_Savolainen</span> <span data-id='4'>,</span> <span data-id='5'>de</span> <span data-id='6'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='entity'>Estocolmo</span> <span data-id='11'class='word'>,</span> <span data-id='12'class='plc'>Suécia</span> <span data-id='13'>,</span> <span data-id='14'>constatou</span> <span data-id='15'>que</span> <span data-id='16'>a</span> <span data-id='17'>diversidade</span> <span data-id='18'>genética</span> <span data-id='19'>era</span> <span data-id='20'>maior</span> <span data-id='21'>entre</span> <span data-id='22'>os</span> <span data-id='23'>cães</span> <span data-id='24'>de</span> <span data-id='25'>o</span> <span data-id='26'>leste</span> <span data-id='27'>asiático</span> <span data-id='28'>.</span> ",7,12,9,S8,CIENCIA_2002_22010,false,de
1293280370,7/5/2017 20:22:38,false,2680104369,,7/5/2017 20:22:04,false,elite,0.9565,41556718,BRA,17,Joao Pessoa,187.64.113.202,9,false,de,"<span data-id='0'>A</span> <span data-id='1'>equipe</span> <span data-id='2'>de</span> <span data-id='3'class='entity'>Peter_Savolainen</span> <span data-id='4'>,</span> <span data-id='5'>de</span> <span data-id='6'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='entity'>Estocolmo</span> <span data-id='11'class='word'>,</span> <span data-id='12'class='plc'>Suécia</span> <span data-id='13'>,</span> <span data-id='14'>constatou</span> <span data-id='15'>que</span> <span data-id='16'>a</span> <span data-id='17'>diversidade</span> <span data-id='18'>genética</span> <span data-id='19'>era</span> <span data-id='20'>maior</span> <span data-id='21'>entre</span> <span data-id='22'>os</span> <span data-id='23'>cães</span> <span data-id='24'>de</span> <span data-id='25'>o</span> <span data-id='26'>leste</span> <span data-id='27'>asiático</span> <span data-id='28'>.</span> ",7,12,9,S8,CIENCIA_2002_22010,false,de
1293280371,7/5/2017 21:16:13,false,2680224208,,7/5/2017 21:07:40,false,personaly,1.0,43100253,BRA,30,Recife,177.98.23.129,2,false,de,"<span data-id='0'class='per'>Jennifer_Leonard</span> <span data-id='1'class='word'>,</span> <span data-id='2'class='word'>de</span> <span data-id='3'class='word'>a</span> <span data-id='4'class='org'>Universidade_da_Califórnia</span> <span data-id='5'>em</span> <span data-id='6'class='entity'>Los_Angeles</span> <span data-id='7'>,</span> <span data-id='8'>e</span> <span data-id='9'>colegas</span> <span data-id='10'>de</span> <span data-id='11'>instituições</span> <span data-id='12'>de</span> <span data-id='13'>o</span> <span data-id='14'class='entity'>Peru</span> <span data-id='15'>e</span> <span data-id='16'>de</span> <span data-id='17'>o</span> <span data-id='18'class='entity'>México</span> <span data-id='19'>procuraram</span> <span data-id='20'>verificar</span> <span data-id='21'>o</span> <span data-id='22'>material</span> <span data-id='23'>genético</span> <span data-id='24'>de</span> <span data-id='25'>raças</span> <span data-id='26'>de</span> <span data-id='27'>cachorro</span> <span data-id='28'>sabidamente</span> <span data-id='29'>anteriores</span> <span data-id='30'>a</span> <span data-id='31'>a</span> <span data-id='32'>chegada</span> <span data-id='33'>de</span> <span data-id='34'>os</span> <span data-id='35'>europeus</span> <span data-id='36'>.</span> ",4,0,,S13,CIENCIA_2002_22010,,
