_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,id_rel,sentena_sem_relao,sentena_sem_relao:confidence,txt_rel,html,id_ent1,id_ent2,id_rel_gold,id_sent,id_txt,sentena_sem_relao_gold,txt_rel_gold ,agree
1293280368,False,finalized,3,7/5/2017 21:33:23,5 5 5,False,1.0,de de de,"<span data-id='0'>A</span> <span data-id='1'>equipe</span> <span data-id='2'>de</span> <span data-id='3'class='per'>Peter_Savolainen</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='word'>de</span> <span data-id='6'class='word'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'>,</span> <span data-id='9'>de</span> <span data-id='10'class='entity'>Estocolmo</span> <span data-id='11'>,</span> <span data-id='12'class='entity'>Suécia</span> <span data-id='13'>,</span> <span data-id='14'>constatou</span> <span data-id='15'>que</span> <span data-id='16'>a</span> <span data-id='17'>diversidade</span> <span data-id='18'>genética</span> <span data-id='19'>era</span> <span data-id='20'>maior</span> <span data-id='21'>entre</span> <span data-id='22'>os</span> <span data-id='23'>cães</span> <span data-id='24'>de</span> <span data-id='25'>o</span> <span data-id='26'>leste</span> <span data-id='27'>asiático</span> <span data-id='28'>.</span> ",7,3,,S8,CIENCIA_2002_22010,, ,100
1293280369,False,finalized,3,7/5/2017 21:42:34,9 9 9,False,1.0,de de de,"<span data-id='0'>A</span> <span data-id='1'>equipe</span> <span data-id='2'>de</span> <span data-id='3'class='entity'>Peter_Savolainen</span> <span data-id='4'>,</span> <span data-id='5'>de</span> <span data-id='6'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='plc'>Estocolmo</span> <span data-id='11'>,</span> <span data-id='12'class='entity'>Suécia</span> <span data-id='13'>,</span> <span data-id='14'>constatou</span> <span data-id='15'>que</span> <span data-id='16'>a</span> <span data-id='17'>diversidade</span> <span data-id='18'>genética</span> <span data-id='19'>era</span> <span data-id='20'>maior</span> <span data-id='21'>entre</span> <span data-id='22'>os</span> <span data-id='23'>cães</span> <span data-id='24'>de</span> <span data-id='25'>o</span> <span data-id='26'>leste</span> <span data-id='27'>asiático</span> <span data-id='28'>.</span> ",7,10,,S8,CIENCIA_2002_22010,, ,100
1293280370,False,golden,3,7/5/2017 20:22:38,9 9 9,False,1.0,de de de,"<span data-id='0'>A</span> <span data-id='1'>equipe</span> <span data-id='2'>de</span> <span data-id='3'class='entity'>Peter_Savolainen</span> <span data-id='4'>,</span> <span data-id='5'>de</span> <span data-id='6'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='entity'>Estocolmo</span> <span data-id='11'class='word'>,</span> <span data-id='12'class='plc'>Suécia</span> <span data-id='13'>,</span> <span data-id='14'>constatou</span> <span data-id='15'>que</span> <span data-id='16'>a</span> <span data-id='17'>diversidade</span> <span data-id='18'>genética</span> <span data-id='19'>era</span> <span data-id='20'>maior</span> <span data-id='21'>entre</span> <span data-id='22'>os</span> <span data-id='23'>cães</span> <span data-id='24'>de</span> <span data-id='25'>o</span> <span data-id='26'>leste</span> <span data-id='27'>asiático</span> <span data-id='28'>.</span> ",7,12,9,S8,CIENCIA_2002_22010,False,de ,100
1293280371,False,finalized,3,7/6/2017 04:00:34,2 2 2,False,1.0,de de de,"<span data-id='0'class='per'>Jennifer_Leonard</span> <span data-id='1'class='word'>,</span> <span data-id='2'class='word'>de</span> <span data-id='3'class='word'>a</span> <span data-id='4'class='org'>Universidade_da_Califórnia</span> <span data-id='5'>em</span> <span data-id='6'class='entity'>Los_Angeles</span> <span data-id='7'>,</span> <span data-id='8'>e</span> <span data-id='9'>colegas</span> <span data-id='10'>de</span> <span data-id='11'>instituições</span> <span data-id='12'>de</span> <span data-id='13'>o</span> <span data-id='14'class='entity'>Peru</span> <span data-id='15'>e</span> <span data-id='16'>de</span> <span data-id='17'>o</span> <span data-id='18'class='entity'>México</span> <span data-id='19'>procuraram</span> <span data-id='20'>verificar</span> <span data-id='21'>o</span> <span data-id='22'>material</span> <span data-id='23'>genético</span> <span data-id='24'>de</span> <span data-id='25'>raças</span> <span data-id='26'>de</span> <span data-id='27'>cachorro</span> <span data-id='28'>sabidamente</span> <span data-id='29'>anteriores</span> <span data-id='30'>a</span> <span data-id='31'>a</span> <span data-id='32'>chegada</span> <span data-id='33'>de</span> <span data-id='34'>os</span> <span data-id='35'>europeus</span> <span data-id='36'>.</span> ",4,0,,S13,CIENCIA_2002_22010,, ,100
1293280372,False,finalized,3,7/5/2017 20:24:52,5 5 5,False,1.0,em em em,"<span data-id='0'class='entity'>Jennifer_Leonard</span> <span data-id='1'>,</span> <span data-id='2'>de</span> <span data-id='3'>a</span> <span data-id='4'class='org'>Universidade_da_Califórnia</span> <span data-id='5'class='word'>em</span> <span data-id='6'class='plc'>Los_Angeles</span> <span data-id='7'>,</span> <span data-id='8'>e</span> <span data-id='9'>colegas</span> <span data-id='10'>de</span> <span data-id='11'>instituições</span> <span data-id='12'>de</span> <span data-id='13'>o</span> <span data-id='14'class='entity'>Peru</span> <span data-id='15'>e</span> <span data-id='16'>de</span> <span data-id='17'>o</span> <span data-id='18'class='entity'>México</span> <span data-id='19'>procuraram</span> <span data-id='20'>verificar</span> <span data-id='21'>o</span> <span data-id='22'>material</span> <span data-id='23'>genético</span> <span data-id='24'>de</span> <span data-id='25'>raças</span> <span data-id='26'>de</span> <span data-id='27'>cachorro</span> <span data-id='28'>sabidamente</span> <span data-id='29'>anteriores</span> <span data-id='30'>a</span> <span data-id='31'>a</span> <span data-id='32'>chegada</span> <span data-id='33'>de</span> <span data-id='34'>os</span> <span data-id='35'>europeus</span> <span data-id='36'>.</span> ",4,6,,S13,CIENCIA_2002_22010,, ,100
1293280373,False,finalized,3,7/5/2017 20:24:09,-1 -1 -1,True,1.0,Sentença sem relação Sentença sem relação Sentença sem relação,"<span data-id='0'class='entity'>Jennifer_Leonard</span> <span data-id='1'>,</span> <span data-id='2'>de</span> <span data-id='3'>a</span> <span data-id='4'class='org'>Universidade_da_Califórnia</span> <span data-id='5'class='word'>em</span> <span data-id='6'class='entity'>Los_Angeles</span> <span data-id='7'class='word'>,</span> <span data-id='8'class='word'>e</span> <span data-id='9'class='word'>colegas</span> <span data-id='10'class='word'>de</span> <span data-id='11'class='word'>instituições</span> <span data-id='12'class='word'>de</span> <span data-id='13'class='word'>o</span> <span data-id='14'class='plc'>Peru</span> <span data-id='15'>e</span> <span data-id='16'>de</span> <span data-id='17'>o</span> <span data-id='18'class='entity'>México</span> <span data-id='19'>procuraram</span> <span data-id='20'>verificar</span> <span data-id='21'>o</span> <span data-id='22'>material</span> <span data-id='23'>genético</span> <span data-id='24'>de</span> <span data-id='25'>raças</span> <span data-id='26'>de</span> <span data-id='27'>cachorro</span> <span data-id='28'>sabidamente</span> <span data-id='29'>anteriores</span> <span data-id='30'>a</span> <span data-id='31'>a</span> <span data-id='32'>chegada</span> <span data-id='33'>de</span> <span data-id='34'>os</span> <span data-id='35'>europeus</span> <span data-id='36'>.</span> ",4,14,,S13,CIENCIA_2002_22010,, ,100
1293280374,False,finalized,3,7/6/2017 04:22:40,-1 -1 -1,True,1.0,Sentença sem relação Sentença sem relação Sentença sem relação,"<span data-id='0'class='entity'>Jennifer_Leonard</span> <span data-id='1'>,</span> <span data-id='2'>de</span> <span data-id='3'>a</span> <span data-id='4'class='org'>Universidade_da_Califórnia</span> <span data-id='5'class='word'>em</span> <span data-id='6'class='entity'>Los_Angeles</span> <span data-id='7'class='word'>,</span> <span data-id='8'class='word'>e</span> <span data-id='9'class='word'>colegas</span> <span data-id='10'class='word'>de</span> <span data-id='11'class='word'>instituições</span> <span data-id='12'class='word'>de</span> <span data-id='13'class='word'>o</span> <span data-id='14'class='entity'>Peru</span> <span data-id='15'class='word'>e</span> <span data-id='16'class='word'>de</span> <span data-id='17'class='word'>o</span> <span data-id='18'class='plc'>México</span> <span data-id='19'>procuraram</span> <span data-id='20'>verificar</span> <span data-id='21'>o</span> <span data-id='22'>material</span> <span data-id='23'>genético</span> <span data-id='24'>de</span> <span data-id='25'>raças</span> <span data-id='26'>de</span> <span data-id='27'>cachorro</span> <span data-id='28'>sabidamente</span> <span data-id='29'>anteriores</span> <span data-id='30'>a</span> <span data-id='31'>a</span> <span data-id='32'>chegada</span> <span data-id='33'>de</span> <span data-id='34'>os</span> <span data-id='35'>europeus</span> <span data-id='36'>.</span> ",4,18,,S13,CIENCIA_2002_22010,, ,100
1293280375,False,finalized,3,7/5/2017 20:22:38,"2,3 2,3 2,3",False,1.0,paleontólogo de paleontólogo de paleontólogo de,"<span data-id='0'class='per'>Marcelo_Tejedor</span> <span data-id='1'class='word'>,</span> <span data-id='2'class='word'>paleontólogo</span> <span data-id='3'class='word'>de</span> <span data-id='4'class='word'>a</span> <span data-id='5'class='org'>Universidade_Nacional_da_Patagônia</span> <span data-id='6'>,</span> <span data-id='7'>esboça</span> <span data-id='8'>um</span> <span data-id='9'>sorriso</span> <span data-id='10'>meio</span> <span data-id='11'>sem</span> <span data-id='12'>graça</span> <span data-id='13'>quando</span> <span data-id='14'>lhe</span> <span data-id='15'>perguntam</span> <span data-id='16'>se</span> <span data-id='17'>não</span> <span data-id='18'>é</span> <span data-id='19'>uma</span> <span data-id='20'>situação</span> <span data-id='21'>frustrante</span> <span data-id='22'>.</span> ",5,0,,S2,CIENCIA_2005_28756,, ,100
1293280379,False,finalized,3,7/5/2017 20:24:52,-1 -1 -1,True,1.0,Sentença sem relação Sentença sem relação Sentença sem relação,"<span data-id='0'>""</span> <span data-id='1'>Esse</span> <span data-id='2'>é</span> <span data-id='3'>um</span> <span data-id='4'>alvo</span> <span data-id='5'>viável</span> <span data-id='6'>para</span> <span data-id='7'>remédios</span> <span data-id='8'>contra</span> <span data-id='9'>a</span> <span data-id='10'>obesidade</span> <span data-id='11'>""</span> <span data-id='12'>,</span> <span data-id='13'>disse</span> <span data-id='14'>um</span> <span data-id='15'>de</span> <span data-id='16'>os</span> <span data-id='17'>autores</span> <span data-id='18'>,</span> <span data-id='19'class='entity'>John_Clapham</span> <span data-id='20'>,</span> <span data-id='21'>de</span> <span data-id='22'>a</span> <span data-id='23'>empresa</span> <span data-id='24'>farmacêutica</span> <span data-id='25'class='org'>SmithKline_Beecham</span> <span data-id='26'class='word'>,</span> <span data-id='27'class='word'>que</span> <span data-id='28'class='word'>fez</span> <span data-id='29'class='word'>o</span> <span data-id='30'class='word'>estudo</span> <span data-id='31'class='word'>em</span> <span data-id='32'class='word'>colaboração</span> <span data-id='33'class='word'>com</span> <span data-id='34'class='word'>a</span> <span data-id='35'class='entity'>Universidade_de_Cambridge</span> <span data-id='36'class='word'>,</span> <span data-id='37'class='plc'>Reino_Unido</span> <span data-id='38'>.</span> ",25,37,,S18,CIENCIA_2000_17113,, ,100
1293280381,False,finalized,3,7/6/2017 04:22:40,36 36 36,False,1.0,", , ,","<span data-id='0'>""</span> <span data-id='1'>Esse</span> <span data-id='2'>é</span> <span data-id='3'>um</span> <span data-id='4'>alvo</span> <span data-id='5'>viável</span> <span data-id='6'>para</span> <span data-id='7'>remédios</span> <span data-id='8'>contra</span> <span data-id='9'>a</span> <span data-id='10'>obesidade</span> <span data-id='11'>""</span> <span data-id='12'>,</span> <span data-id='13'>disse</span> <span data-id='14'>um</span> <span data-id='15'>de</span> <span data-id='16'>os</span> <span data-id='17'>autores</span> <span data-id='18'>,</span> <span data-id='19'class='entity'>John_Clapham</span> <span data-id='20'>,</span> <span data-id='21'>de</span> <span data-id='22'>a</span> <span data-id='23'>empresa</span> <span data-id='24'>farmacêutica</span> <span data-id='25'class='entity'>SmithKline_Beecham</span> <span data-id='26'>,</span> <span data-id='27'>que</span> <span data-id='28'>fez</span> <span data-id='29'>o</span> <span data-id='30'>estudo</span> <span data-id='31'>em</span> <span data-id='32'>colaboração</span> <span data-id='33'>com</span> <span data-id='34'>a</span> <span data-id='35'class='org'>Universidade_de_Cambridge</span> <span data-id='36'class='word'>,</span> <span data-id='37'class='plc'>Reino_Unido</span> <span data-id='38'>.</span> ",35,37,,S18,CIENCIA_2000_17113,, ,100
1293280382,False,finalized,3,7/6/2017 04:02:00,-1 -1 -1,True,1.0,Sentença sem relação Sentença sem relação Sentença sem relação,"<span data-id='0'>Depois</span> <span data-id='1'>de</span> <span data-id='2'>ter</span> <span data-id='3'>sido</span> <span data-id='4'>acusada</span> <span data-id='5'>por</span> <span data-id='6'>a</span> <span data-id='7'class='org'>Organização_Mundial_da_Saúde</span> <span data-id='8'class='word'>de</span> <span data-id='9'class='word'>ter</span> <span data-id='10'class='word'>mais</span> <span data-id='11'class='word'>casos</span> <span data-id='12'class='word'>de</span> <span data-id='13'class='word'>pneumonia</span> <span data-id='14'class='word'>asiática</span> <span data-id='15'class='word'>de</span> <span data-id='16'class='word'>o</span> <span data-id='17'class='word'>que</span> <span data-id='18'class='word'>relatava</span> <span data-id='19'class='word'>publicamente</span> <span data-id='20'class='word'>,</span> <span data-id='21'class='word'>a</span> <span data-id='22'class='org'>China</span> <span data-id='23'>prometeu</span> <span data-id='24'>mais</span> <span data-id='25'>transparência</span> <span data-id='26'>em</span> <span data-id='27'>a</span> <span data-id='28'>notificação</span> <span data-id='29'>de</span> <span data-id='30'>casos</span> <span data-id='31'>de</span> <span data-id='32'>a</span> <span data-id='33'>doença</span> <span data-id='34'>.</span> ",7,22,,S0,CIENCIA_2003_6457,, ,100
1293280385,False,finalized,3,7/5/2017 20:24:09,-1 -1 -1,True,1.0,Sentença sem relação Sentença sem relação Sentença sem relação,<span data-id='0'>O</span> <span data-id='1'>encontro</span> <span data-id='2'>de</span> <span data-id='3'>o</span> <span data-id='4'>partido</span> <span data-id='5'>ocorreu</span> <span data-id='6'>um</span> <span data-id='7'>dia</span> <span data-id='8'>depois</span> <span data-id='9'>de</span> <span data-id='10'>a</span> <span data-id='11'class='org'>OMS</span> <span data-id='12'class='word'>ter</span> <span data-id='13'class='word'>dito</span> <span data-id='14'class='word'>que</span> <span data-id='15'class='entity'>Pequim</span> <span data-id='16'class='word'>tem</span> <span data-id='17'class='entity'>200</span> <span data-id='18'class='word'>casos</span> <span data-id='19'class='word'>de</span> <span data-id='20'class='per'>Sars</span> <span data-id='21'>em</span> <span data-id='22'>vez</span> <span data-id='23'>de</span> <span data-id='24'>os</span> <span data-id='25'class='entity'>37</span> <span data-id='26'>notificados</span> <span data-id='27'>.</span> ,11,20,,S3,CIENCIA_2003_6457,, ,100
1293280386,False,finalized,3,7/6/2017 03:58:54,-1 -1 -1,True,1.0,Sentença sem relação Sentença sem relação Sentença sem relação,"<span data-id='0'>Mas</span> <span data-id='1'>,</span> <span data-id='2'>segundo</span> <span data-id='3'>a</span> <span data-id='4'>agência</span> <span data-id='5'>de</span> <span data-id='6'>notícias</span> <span data-id='7'class='org'>France_Presse</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>a</span> <span data-id='10'class='per'>Venezuela</span> <span data-id='11'>já</span> <span data-id='12'>tem</span> <span data-id='13'>um</span> <span data-id='14'>caso</span> <span data-id='15'>suspeito</span> <span data-id='16'>:</span> ",7,10,,S9,CIENCIA_2003_6457,, ,100
1293280387,False,finalized,3,7/5/2017 20:24:52,5 5 5,False,1.0,em em em,"<span data-id='0'>Cientistas</span> <span data-id='1'>de</span> <span data-id='2'>o</span> <span data-id='3'class='org'>Centro_de_Estudos_de_Saclay</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='word'>em</span> <span data-id='6'class='word'>a</span> <span data-id='7'class='plc'>França</span> <span data-id='8'>,</span> <span data-id='9'>parecem</span> <span data-id='10'>ter</span> <span data-id='11'>encontrado</span> <span data-id='12'>o</span> <span data-id='13'>primeiro</span> <span data-id='14'>indício</span> <span data-id='15'>de</span> <span data-id='16'>que</span> <span data-id='17'>a</span> <span data-id='18'class='entity'>Via_Láctea</span> <span data-id='19'>esteja</span> <span data-id='20'>cercada</span> <span data-id='21'>por</span> <span data-id='22'>um</span> <span data-id='23'>verdadeiro</span> <span data-id='24'>campo</span> <span data-id='25'>minado</span> <span data-id='26'>de</span> <span data-id='27'>buracos</span> <span data-id='28'>negros</span> <span data-id='29'>,</span> <span data-id='30'>cerca_de</span> <span data-id='31-32'class='entity'>1 milhão</span> <span data-id='33'>a</span> <span data-id='34'>o</span> <span data-id='35'>todo</span> <span data-id='36'>,</span> <span data-id='37'>eles</span> <span data-id='38'>estimam</span> <span data-id='39'>.</span> ",3,7,,S0,CIENCIA_2001_19858,, ,100
1293280389,False,finalized,3,7/5/2017 20:24:09,-1 -1 -1,True,1.0,Sentença sem relação Sentença sem relação Sentença sem relação,"<span data-id='0'>Um</span> <span data-id='1'>grupo</span> <span data-id='2'>que</span> <span data-id='3'>reúne</span> <span data-id='4'class='entity'>13</span> <span data-id='5'>sociedades</span> <span data-id='6'>científicas</span> <span data-id='7'>nacionais</span> <span data-id='8'>,</span> <span data-id='9'>lideradas</span> <span data-id='10'>por</span> <span data-id='11'>a</span> <span data-id='12'class='org'>Academia_Brasileira_de_Ciências</span> <span data-id='13'class='word'>e</span> <span data-id='14'class='word'>por</span> <span data-id='15'class='word'>a</span> <span data-id='16'class='entity'>Associação_Nacional_de_Biossegurança</span> <span data-id='17'class='word'>(</span> <span data-id='18'class='org'>ANBio</span> <span data-id='19'>)</span> <span data-id='20'>,</span> <span data-id='21'>enviou</span> <span data-id='22'>uma</span> <span data-id='23'>carta</span> <span data-id='24'>a</span> <span data-id='25'>o</span> <span data-id='26'class='entity'>Senado_Federal</span> <span data-id='27'>para</span> <span data-id='28'>pedir</span> <span data-id='29'>mudanças</span> <span data-id='30'>em</span> <span data-id='31'>o</span> <span data-id='32'>projeto</span> <span data-id='33'>de</span> <span data-id='34'>a</span> <span data-id='35'>nova</span> <span data-id='36'class='entity'>Lei_de_Biossegurança</span> <span data-id='37'>,</span> <span data-id='38'>recentemente</span> <span data-id='39'>aprovado</span> <span data-id='40'>por</span> <span data-id='41'>a</span> <span data-id='42-45'class='entity'>Câmara de os Deputados</span> <span data-id='46'>.</span> ",12,18,,S0,CIENCIA_2004_6488,, ,100
1293280392,False,finalized,3,7/6/2017 09:24:19,17 17 17,False,1.0,( ( (,"<span data-id='0'>Um</span> <span data-id='1'>grupo</span> <span data-id='2'>que</span> <span data-id='3'>reúne</span> <span data-id='4'class='entity'>13</span> <span data-id='5'>sociedades</span> <span data-id='6'>científicas</span> <span data-id='7'>nacionais</span> <span data-id='8'>,</span> <span data-id='9'>lideradas</span> <span data-id='10'>por</span> <span data-id='11'>a</span> <span data-id='12'class='entity'>Academia_Brasileira_de_Ciências</span> <span data-id='13'>e</span> <span data-id='14'>por</span> <span data-id='15'>a</span> <span data-id='16'class='org'>Associação_Nacional_de_Biossegurança</span> <span data-id='17'class='word'>(</span> <span data-id='18'class='org'>ANBio</span> <span data-id='19'>)</span> <span data-id='20'>,</span> <span data-id='21'>enviou</span> <span data-id='22'>uma</span> <span data-id='23'>carta</span> <span data-id='24'>a</span> <span data-id='25'>o</span> <span data-id='26'class='entity'>Senado_Federal</span> <span data-id='27'>para</span> <span data-id='28'>pedir</span> <span data-id='29'>mudanças</span> <span data-id='30'>em</span> <span data-id='31'>o</span> <span data-id='32'>projeto</span> <span data-id='33'>de</span> <span data-id='34'>a</span> <span data-id='35'>nova</span> <span data-id='36'class='entity'>Lei_de_Biossegurança</span> <span data-id='37'>,</span> <span data-id='38'>recentemente</span> <span data-id='39'>aprovado</span> <span data-id='40'>por</span> <span data-id='41'>a</span> <span data-id='42-45'class='entity'>Câmara de os Deputados</span> <span data-id='46'>.</span> ",16,18,,S0,CIENCIA_2004_6488,, ,100
1293280394,False,finalized,3,7/5/2017 20:22:38,-1 -1 -1,True,1.0,Sentença sem relação Sentença sem relação Sentença sem relação,"<span data-id='0'>Um</span> <span data-id='1'>grupo</span> <span data-id='2'>que</span> <span data-id='3'>reúne</span> <span data-id='4'class='entity'>13</span> <span data-id='5'>sociedades</span> <span data-id='6'>científicas</span> <span data-id='7'>nacionais</span> <span data-id='8'>,</span> <span data-id='9'>lideradas</span> <span data-id='10'>por</span> <span data-id='11'>a</span> <span data-id='12'class='entity'>Academia_Brasileira_de_Ciências</span> <span data-id='13'>e</span> <span data-id='14'>por</span> <span data-id='15'>a</span> <span data-id='16'class='org'>Associação_Nacional_de_Biossegurança</span> <span data-id='17'class='word'>(</span> <span data-id='18'class='entity'>ANBio</span> <span data-id='19'class='word'>)</span> <span data-id='20'class='word'>,</span> <span data-id='21'class='word'>enviou</span> <span data-id='22'class='word'>uma</span> <span data-id='23'class='word'>carta</span> <span data-id='24'class='word'>a</span> <span data-id='25'class='word'>o</span> <span data-id='26'class='entity'>Senado_Federal</span> <span data-id='27'class='word'>para</span> <span data-id='28'class='word'>pedir</span> <span data-id='29'class='word'>mudanças</span> <span data-id='30'class='word'>em</span> <span data-id='31'class='word'>o</span> <span data-id='32'class='word'>projeto</span> <span data-id='33'class='word'>de</span> <span data-id='34'class='word'>a</span> <span data-id='35'class='word'>nova</span> <span data-id='36'class='entity'>Lei_de_Biossegurança</span> <span data-id='37'class='word'>,</span> <span data-id='38'class='word'>recentemente</span> <span data-id='39'class='word'>aprovado</span> <span data-id='40'class='word'>por</span> <span data-id='41'class='word'>a</span> <span data-id='42-45'class='org'>Câmara de os Deputados</span> <span data-id='46'>.</span> ",16,42-45,,S0,CIENCIA_2004_6488,, ,100
1293280398,False,finalized,3,7/5/2017 20:23:19,6 6 6,False,1.0,( ( (,"<span data-id='0'>Primeiro</span> <span data-id='1'>,</span> <span data-id='2'>pede</span> <span data-id='3'>que</span> <span data-id='4'>a</span> <span data-id='5'class='org'>CTNBio</span> <span data-id='6'class='word'>(</span> <span data-id='7'class='org'>Comissão_Técnica_Nacional_de_Biossegurança</span> <span data-id='8'>)</span> <span data-id='9'>seja</span> <span data-id='10'>a</span> <span data-id='11'>única</span> <span data-id='12'>instância</span> <span data-id='13'>a</span> <span data-id='14'>regulamentar</span> <span data-id='15'>tanto</span> <span data-id='16'>a</span> <span data-id='17'>pesquisa</span> <span data-id='18'>como</span> <span data-id='19'>a</span> <span data-id='20'>comercialização</span> <span data-id='21'>de</span> <span data-id='22'>transgênicos</span> <span data-id='23'>,</span> <span data-id='24'>em</span> <span data-id='25'>o</span> <span data-id='26'>âmbito</span> <span data-id='27'>de</span> <span data-id='28'>o</span> <span data-id='29'>mérito</span> <span data-id='30'>científico</span> <span data-id='31'>.</span> ",5,7,,S2,CIENCIA_2004_6488,, ,100
