_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,id_rel,sentena_sem_relao,txt_rel,html,id_ent1,id_ent2,id_rel_gold,id_sent,id_txt,sentena_sem_relao_gold,txt_rel_gold
1290884606,7/4/2017 19:06:49,false,2677625026,,7/4/2017 19:06:03,false,elite,0.9,43151235,BRA,27,Campinas,187.11.201.118,5,false,de,"<span data-id='0'class='word'>A</span> <span data-id='1'class='word'>equipe</span> <span data-id='2'class='word'>de</span> <span data-id='3'class='per'>Peter_Savolainen</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='word'>de</span> <span data-id='6'class='word'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='entity'>Estocolmo</span> <span data-id='11'class='word'>,</span> <span data-id='12'class='entity'>Suécia</span> <span data-id='13'class='word'>,</span> <span data-id='14'class='word'>constatou</span> <span data-id='15'class='word'>que</span> <span data-id='16'class='word'>a</span> <span data-id='17'class='word'>diversidade</span> <span data-id='18'class='word'>genética</span> <span data-id='19'class='word'>era</span> <span data-id='20'class='word'>maior</span> <span data-id='21'class='word'>entre</span> <span data-id='22'class='word'>os</span> <span data-id='23'class='word'>cães</span> <span data-id='24'class='word'>de</span> <span data-id='25'class='word'>o</span> <span data-id='26'class='word'>leste</span> <span data-id='27'class='word'>asiático</span> <span data-id='28'class='word'>.</span> ",7,3,,S8,CIENCIA_2002_22010,,
1290884606,7/4/2017 20:17:16,false,2677750011,,7/4/2017 20:16:30,false,clixsense,0.9,40575458,BRA,27,Bauru,187.39.2.69,5,false,de,"<span data-id='0'class='word'>A</span> <span data-id='1'class='word'>equipe</span> <span data-id='2'class='word'>de</span> <span data-id='3'class='per'>Peter_Savolainen</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='word'>de</span> <span data-id='6'class='word'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='entity'>Estocolmo</span> <span data-id='11'class='word'>,</span> <span data-id='12'class='entity'>Suécia</span> <span data-id='13'class='word'>,</span> <span data-id='14'class='word'>constatou</span> <span data-id='15'class='word'>que</span> <span data-id='16'class='word'>a</span> <span data-id='17'class='word'>diversidade</span> <span data-id='18'class='word'>genética</span> <span data-id='19'class='word'>era</span> <span data-id='20'class='word'>maior</span> <span data-id='21'class='word'>entre</span> <span data-id='22'class='word'>os</span> <span data-id='23'class='word'>cães</span> <span data-id='24'class='word'>de</span> <span data-id='25'class='word'>o</span> <span data-id='26'class='word'>leste</span> <span data-id='27'class='word'>asiático</span> <span data-id='28'class='word'>.</span> ",7,3,,S8,CIENCIA_2002_22010,,
1290884606,7/5/2017 14:43:40,false,2679272465,,7/5/2017 14:42:29,false,clixsense,0.8,34851483,BRA,22,Natal,177.89.12.95,5,false,de,"<span data-id='0'class='word'>A</span> <span data-id='1'class='word'>equipe</span> <span data-id='2'class='word'>de</span> <span data-id='3'class='per'>Peter_Savolainen</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='word'>de</span> <span data-id='6'class='word'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='entity'>Estocolmo</span> <span data-id='11'class='word'>,</span> <span data-id='12'class='entity'>Suécia</span> <span data-id='13'class='word'>,</span> <span data-id='14'class='word'>constatou</span> <span data-id='15'class='word'>que</span> <span data-id='16'class='word'>a</span> <span data-id='17'class='word'>diversidade</span> <span data-id='18'class='word'>genética</span> <span data-id='19'class='word'>era</span> <span data-id='20'class='word'>maior</span> <span data-id='21'class='word'>entre</span> <span data-id='22'class='word'>os</span> <span data-id='23'class='word'>cães</span> <span data-id='24'class='word'>de</span> <span data-id='25'class='word'>o</span> <span data-id='26'class='word'>leste</span> <span data-id='27'class='word'>asiático</span> <span data-id='28'class='word'>.</span> ",7,3,,S8,CIENCIA_2002_22010,,
1290884607,7/3/2017 18:31:45,false,2673587008,,7/3/2017 18:30:12,false,elite,0.9,43151235,BRA,27,Aguas De Lindoia,201.42.57.105,9,false,de,"<span data-id='0'class='word'>A</span> <span data-id='1'class='word'>equipe</span> <span data-id='2'class='word'>de</span> <span data-id='3'class='entity'>Peter_Savolainen</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='word'>de</span> <span data-id='6'class='word'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='plc'>Estocolmo</span> <span data-id='11'class='word'>,</span> <span data-id='12'class='entity'>Suécia</span> <span data-id='13'class='word'>,</span> <span data-id='14'class='word'>constatou</span> <span data-id='15'class='word'>que</span> <span data-id='16'class='word'>a</span> <span data-id='17'class='word'>diversidade</span> <span data-id='18'class='word'>genética</span> <span data-id='19'class='word'>era</span> <span data-id='20'class='word'>maior</span> <span data-id='21'class='word'>entre</span> <span data-id='22'class='word'>os</span> <span data-id='23'class='word'>cães</span> <span data-id='24'class='word'>de</span> <span data-id='25'class='word'>o</span> <span data-id='26'class='word'>leste</span> <span data-id='27'class='word'>asiático</span> <span data-id='28'class='word'>.</span> ",7,10,,S8,CIENCIA_2002_22010,,
1290884607,7/4/2017 22:43:02,false,2677949506,,7/4/2017 22:32:59,false,personaly,0.8,43100253,BRA,30,Recife,177.158.154.41,9,false,de,"<span data-id='0'class='word'>A</span> <span data-id='1'class='word'>equipe</span> <span data-id='2'class='word'>de</span> <span data-id='3'class='entity'>Peter_Savolainen</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='word'>de</span> <span data-id='6'class='word'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='plc'>Estocolmo</span> <span data-id='11'class='word'>,</span> <span data-id='12'class='entity'>Suécia</span> <span data-id='13'class='word'>,</span> <span data-id='14'class='word'>constatou</span> <span data-id='15'class='word'>que</span> <span data-id='16'class='word'>a</span> <span data-id='17'class='word'>diversidade</span> <span data-id='18'class='word'>genética</span> <span data-id='19'class='word'>era</span> <span data-id='20'class='word'>maior</span> <span data-id='21'class='word'>entre</span> <span data-id='22'class='word'>os</span> <span data-id='23'class='word'>cães</span> <span data-id='24'class='word'>de</span> <span data-id='25'class='word'>o</span> <span data-id='26'class='word'>leste</span> <span data-id='27'class='word'>asiático</span> <span data-id='28'class='word'>.</span> ",7,10,,S8,CIENCIA_2002_22010,,
1290884607,7/5/2017 14:39:53,false,2679261147,,7/5/2017 14:37:17,false,clixsense,0.8,34851483,BRA,22,Natal,177.89.12.95,9,false,de,"<span data-id='0'class='word'>A</span> <span data-id='1'class='word'>equipe</span> <span data-id='2'class='word'>de</span> <span data-id='3'class='entity'>Peter_Savolainen</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='word'>de</span> <span data-id='6'class='word'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='plc'>Estocolmo</span> <span data-id='11'class='word'>,</span> <span data-id='12'class='entity'>Suécia</span> <span data-id='13'class='word'>,</span> <span data-id='14'class='word'>constatou</span> <span data-id='15'class='word'>que</span> <span data-id='16'class='word'>a</span> <span data-id='17'class='word'>diversidade</span> <span data-id='18'class='word'>genética</span> <span data-id='19'class='word'>era</span> <span data-id='20'class='word'>maior</span> <span data-id='21'class='word'>entre</span> <span data-id='22'class='word'>os</span> <span data-id='23'class='word'>cães</span> <span data-id='24'class='word'>de</span> <span data-id='25'class='word'>o</span> <span data-id='26'class='word'>leste</span> <span data-id='27'class='word'>asiático</span> <span data-id='28'class='word'>.</span> ",7,10,,S8,CIENCIA_2002_22010,,
1290884608,7/3/2017 18:31:45,false,2673587010,,7/3/2017 18:30:12,false,elite,0.9,43151235,BRA,27,Aguas De Lindoia,201.42.57.105,9,false,de,"<span data-id='0'class='word'>A</span> <span data-id='1'class='word'>equipe</span> <span data-id='2'class='word'>de</span> <span data-id='3'class='entity'>Peter_Savolainen</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='word'>de</span> <span data-id='6'class='word'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='entity'>Estocolmo</span> <span data-id='11'class='word'>,</span> <span data-id='12'class='plc'>Suécia</span> <span data-id='13'class='word'>,</span> <span data-id='14'class='word'>constatou</span> <span data-id='15'class='word'>que</span> <span data-id='16'class='word'>a</span> <span data-id='17'class='word'>diversidade</span> <span data-id='18'class='word'>genética</span> <span data-id='19'class='word'>era</span> <span data-id='20'class='word'>maior</span> <span data-id='21'class='word'>entre</span> <span data-id='22'class='word'>os</span> <span data-id='23'class='word'>cães</span> <span data-id='24'class='word'>de</span> <span data-id='25'class='word'>o</span> <span data-id='26'class='word'>leste</span> <span data-id='27'class='word'>asiático</span> <span data-id='28'class='word'>.</span> ",7,12,,S8,CIENCIA_2002_22010,,
1290884608,7/4/2017 22:43:02,false,2677949511,,7/4/2017 22:32:59,false,personaly,0.8,43100253,BRA,30,Recife,177.158.154.41,9,false,de,"<span data-id='0'class='word'>A</span> <span data-id='1'class='word'>equipe</span> <span data-id='2'class='word'>de</span> <span data-id='3'class='entity'>Peter_Savolainen</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='word'>de</span> <span data-id='6'class='word'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='entity'>Estocolmo</span> <span data-id='11'class='word'>,</span> <span data-id='12'class='plc'>Suécia</span> <span data-id='13'class='word'>,</span> <span data-id='14'class='word'>constatou</span> <span data-id='15'class='word'>que</span> <span data-id='16'class='word'>a</span> <span data-id='17'class='word'>diversidade</span> <span data-id='18'class='word'>genética</span> <span data-id='19'class='word'>era</span> <span data-id='20'class='word'>maior</span> <span data-id='21'class='word'>entre</span> <span data-id='22'class='word'>os</span> <span data-id='23'class='word'>cães</span> <span data-id='24'class='word'>de</span> <span data-id='25'class='word'>o</span> <span data-id='26'class='word'>leste</span> <span data-id='27'class='word'>asiático</span> <span data-id='28'class='word'>.</span> ",7,12,,S8,CIENCIA_2002_22010,,
1290884608,7/5/2017 14:39:53,false,2679261151,,7/5/2017 14:37:17,false,clixsense,0.8,34851483,BRA,22,Natal,177.89.12.95,9,false,de,"<span data-id='0'class='word'>A</span> <span data-id='1'class='word'>equipe</span> <span data-id='2'class='word'>de</span> <span data-id='3'class='entity'>Peter_Savolainen</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='word'>de</span> <span data-id='6'class='word'>o</span> <span data-id='7'class='org'>Instituto_Real_de_Tecnologia</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>de</span> <span data-id='10'class='entity'>Estocolmo</span> <span data-id='11'class='word'>,</span> <span data-id='12'class='plc'>Suécia</span> <span data-id='13'class='word'>,</span> <span data-id='14'class='word'>constatou</span> <span data-id='15'class='word'>que</span> <span data-id='16'class='word'>a</span> <span data-id='17'class='word'>diversidade</span> <span data-id='18'class='word'>genética</span> <span data-id='19'class='word'>era</span> <span data-id='20'class='word'>maior</span> <span data-id='21'class='word'>entre</span> <span data-id='22'class='word'>os</span> <span data-id='23'class='word'>cães</span> <span data-id='24'class='word'>de</span> <span data-id='25'class='word'>o</span> <span data-id='26'class='word'>leste</span> <span data-id='27'class='word'>asiático</span> <span data-id='28'class='word'>.</span> ",7,12,,S8,CIENCIA_2002_22010,,
1290884610,7/3/2017 18:37:04,false,2673595237,,7/3/2017 18:34:41,false,elite,0.9,43151235,BRA,27,Aguas De Lindoia,201.42.57.105,5,false,em,"<span data-id='0'class='entity'>Jennifer_Leonard</span> <span data-id='1'class='word'>,</span> <span data-id='2'class='word'>de</span> <span data-id='3'class='word'>a</span> <span data-id='4'class='org'>Universidade_da_Califórnia</span> <span data-id='5'class='word'>em</span> <span data-id='6'class='plc'>Los_Angeles</span> <span data-id='7'class='word'>,</span> <span data-id='8'class='word'>e</span> <span data-id='9'class='word'>colegas</span> <span data-id='10'class='word'>de</span> <span data-id='11'class='word'>instituições</span> <span data-id='12'class='word'>de</span> <span data-id='13'class='word'>o</span> <span data-id='14'class='entity'>Peru</span> <span data-id='15'class='word'>e</span> <span data-id='16'class='word'>de</span> <span data-id='17'class='word'>o</span> <span data-id='18'class='entity'>México</span> <span data-id='19'class='word'>procuraram</span> <span data-id='20'class='word'>verificar</span> <span data-id='21'class='word'>o</span> <span data-id='22'class='word'>material</span> <span data-id='23'class='word'>genético</span> <span data-id='24'class='word'>de</span> <span data-id='25'class='word'>raças</span> <span data-id='26'class='word'>de</span> <span data-id='27'class='word'>cachorro</span> <span data-id='28'class='word'>sabidamente</span> <span data-id='29'class='word'>anteriores</span> <span data-id='30'class='word'>a</span> <span data-id='31'class='word'>a</span> <span data-id='32'class='word'>chegada</span> <span data-id='33'class='word'>de</span> <span data-id='34'class='word'>os</span> <span data-id='35'class='word'>europeus</span> <span data-id='36'class='word'>.</span> ",4,6,,S13,CIENCIA_2002_22010,,
